UserID,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,ordered
7a7a-73693746-7a7a-4650-bcaa-91922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
c79d-71677504-c79d-4b4a-acb3-728164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
76a3-b738611c-76a3-4b24-8087-201684,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1b77-b21aa183-1b77-497c-bca0-799395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
6413-60abcav8-6413-4970-a6a7-855768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
07av-557adb6a-07av-42c4-8348-137872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2967-d1b671d0-2967-47a7-a011-263038,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5118-863b5649-5118-4c78-9386-897238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5997-885a965c-5997-4c87-b3c1-305591,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
68c7-59829d72-68c7-47cd-bda9-273704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1e91-bc432a34-1e91-4069-b907-864698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
51a6-a374a1eb-51a6-476a-9b8d-867730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
d064-57cb3689-d064-4574-a689-423478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7809-5c975996-7809-4b79-ac54-43197,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
dd49-1e2a9805-dd49-43d9-896d-639427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7c46-4a409101-7c46-46b1-b1a7-465710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8769-325b2c19-8769-4886-8972-272232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1107-1e5ad4c1-1107-492b-a082-442446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9avc-5b03623b-9avc-4790-9cc4-289828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5c49-17193daa-5c49-4b77-8347-139617,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
0165-777d7d0d-0165-4ba5-bd5d-391159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4941-80757783-4941-4798-bc62-949152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0798-7a367b7a-0798-41e8-8b37-104634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1987-b1979771-1987-4080-9d63-739688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7762-cacb167a-7762-4746-a902-490967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
dc63-7d454c31-dc63-47b1-b426-137723,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
a7c1-6967b1c6-a7c1-47ca-aadc-245023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
29b9-b55bada0-29b9-4272-9319-476684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9872-1ba26884-9872-41e6-929d-249465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9675-d6412796-9675-46aa-970c-735277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
c5d0-51113018-c5d0-40b1-91b7-188754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
907b-d12b1e73-907b-4737-934c-560353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6848-36bb1e7d-6848-4c77-abb4-170125,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
31e7-402a3436-31e7-4c38-b5b1-19628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
bc77-87d7d7c2-bc77-b176-a817-490953,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
1bb7-bdb07b40-1bb7-41c3-80d9-84469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2774-969173bb-2774-439b-82b5-963381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2227-5c277289-2227-4773-8387-230013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2c54-01d91a78-2c54-40a5-b350-373010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4246-974174b7-4246-4a7c-8d4b-450398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
d478-c36dc8b8-d478-46d3-b618-875698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80a2-6a890cc0-80a2-4b39-8402-486311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
a0b1-9a30d6bd-a0b1-437a-88b4-112926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
a7c8-92av8363-a7c8-433d-b529-109929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
a777-5749aacc-a777-4b43-a478-608179,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8278-674b6747-8278-45aa-8c47-572828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8d97-1267ba17-8d97-b162-b86b-53407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
6905-6d00c625-6905-4561-805b-182186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
c967-2a772177-c967-497c-a719-262289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8b12-5d71ed90-8b12-46a7-83cd-846685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
aa64-93378d39-aa64-4c36-862c-187420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
b1b7-cb389062-b1b7-4092-ba1e-529876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17c7-9a6ad25c-17c7-4965-abd6-417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
71e7-673069d4-71e7-47a4-b1dc-697696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
3459-15c91929-3459-4c70-a02c-302724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8306-c63676ac-8306-4772-9498-290963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
961a-882d1b70-961a-b136-9db1-69995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
62b3-0a609a39-62b3-4a37-bd0d-394987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8939-cc7b057b-8939-46db-b787-27460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
ac77-760a3613-ac77-4548-81e9-114306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
b489-d7d67118-b489-46bb-9b1b-597567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
d258-23681450-d258-437b-a772-934302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
117c-787db1c6-117c-407a-a7c9-354194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4945-7096d327-4945-4139-8b57-40654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3659-5342851e-3659-4b32-a649-193496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
224a-162715a4-224a-4c21-924a-890038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
901d-77611820-901d-4avc-81b7-541169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
da96-9687387c-da96-4775-a786-884010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9055-c96a8b5c-9055-432a-a417-116193,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
05a1-63468656-05a1-41e5-b725-472313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
a5c7-av8d6776-a5c7-49b8-aa68-708737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
b454-77a48dc7-b454-b140-8b16-680921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9681-07b0a117-9681-4b38-9536-241467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4a87-d1e88757-4a87-4c38-8840-329050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4a0d-cd0cc929-4a0d-4ab7-b10c-605769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8329-7899d324-8329-41b9-ac9c-332803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cb76-1ec857a7-cb76-490d-9b16-686150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
57c4-67c39417-57c4-4b9d-8b82-390505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
a37d-7c916594-a37d-475d-a367-401689,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
64b1-139617da-64b1-4b78-8d10-255214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
256b-51077976-256b-4c77-b756-18159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
c908-27c17759-c908-4138-b863-898940,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
7c63-dbc0d770-7c63-4d69-b833-606418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
av60-594786a5-av60-406d-b73b-462928,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
5c37-b1cd626d-5c37-4ac7-a77c-156552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0d70-2507790a-0d70-4aa6-b467-402583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47b1-6b72c835-47b1-43ab-9628-206748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1b87-91e37210-1b87-4793-a692-232842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
7245-6b61a176-7245-4cd9-ab72-857253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
c463-bav7902d-c463-4a50-8069-726905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
89av-18397126-89av-4dac-aa74-756919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4c21-36991e58-4c21-4a56-9927-509888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7287-cd657a17-7287-40a4-a27b-485861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4690-2b4048d6-4690-426a-80a1-866504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7976-00c01c34-7976-4a7d-8d48-864418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1549-a1b19a99-1549-4865-9bc8-789129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
21d7-76727aa5-21d7-477c-a98a-918201,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2b0a-77a07407-2b0a-4539-bd63-898633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9a7a-291e636a-9a7a-47a6-8b1b-894867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2c1a-9d71355a-2c1a-4906-8627-870138,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
a978-2d458797-a978-4792-8697-240787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8369-b61962bd-8369-48b7-bbc2-243123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
c7d9-2b641828-c7d9-4cdb-9961-177234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4527-07517989-4527-4d1e-9c93-541766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3a67-9d77a671-3a67-45b5-b937-890978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
d6a2-6a304b9a-d6a2-b1av-9973-183297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8157-37a26249-8157-4790-8010-235925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7797-2c7175c5-7797-4646-8536-42229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
a45d-7c1d46b7-a45d-4204-a95d-948817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
99bd-599aad26-99bd-40d2-9aca-508983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
da96-5a052252-da96-46d6-a248-446128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
b98d-9c90b96d-b98d-4817-9b33-389173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9072-d5575595-9072-49c4-9d6a-81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
dd64-1752b867-dd64-4071-ac1e-463677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
216b-47a77295-216b-4803-85c6-367254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1d69-98ba711b-1d69-4969-b36a-260942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
d386-b601e064-d386-4508-8477-454949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
1aa6-6707c6d7-1aa6-475c-9374-206348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
bd18-773a465d-bd18-4c6d-a62d-83132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9a60-a6762427-9a60-475d-8a09-322251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
276a-09d765d1-276a-4b70-a89b-476214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
d658-b6a72635-d658-4d18-8ba6-653996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56a5-6bc359ba-56a5-42d6-a136-55532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7256-59b42163-7256-405b-9685-708450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
97a2-751e1e73-97a2-4260-9d1d-701824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6b96-b7771876-6b96-4634-9b6d-835837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7575-000bd57d-7575-41e2-b229-61825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6b73-b2268295-6b73-4c47-9b7d-299146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
73b0-6367ca43-73b0-4671-b78a-804133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
c6d9-91755464-c6d9-455b-9429-117059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
d6bc-60a111d1-d6bc-41a0-8343-684799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
4897-648a59b0-4897-4868-9960-692726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6538-cd25cd29-6538-4c1e-8643-584275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
626b-71360c72-626b-4671-b67a-5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4717-3b68d8b1-4717-b1b4-b079-836695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
513a-7b67c88a-513a-46b1-8ca8-395553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
a746-1ecb7173-a746-4782-846d-59707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1dd6-61da62c6-1dd6-4561-a337-522361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
dabb-76b95855-dabb-4977-9524-888384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
70c5-0a6d7059-70c5-b177-bd7c-672430,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
8483-88670354-8483-4817-b054-557909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
467a-47d87b1c-467a-4785-a39c-511833,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
1c86-960271e8-1c86-4363-94ad-933206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
672d-69c240d6-672d-4a58-890b-330613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1e54-676b11dd-1e54-4c2a-b5d4-62192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
04b8-764dc287-04b8-4022-b27b-204080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
dbb6-7187771a-dbb6-4869-b75b-299269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
497d-5d26d275-497d-46b9-9352-572906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
b1e7-320d17db-b1e7-408b-bc5c-275801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
74c9-9av00677-74c9-b189-a9b2-262554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
115b-77949079-115b-4776-b47c-184199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
97aa-26197503-97aa-4863-ac77-610050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
34b5-b00c6700-34b5-4d57-8202-412447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4597-51741av5-4597-4997-a1e6-181675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
ad7d-987b6a67-ad7d-499d-a46a-782756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
9082-48abb64b-9082-4674-882b-496508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bb1c-5a7c81b6-bb1c-42bb-b5d7-460441,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0a2d-96bb64b2-0a2d-4779-a61d-370949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8c51-142692b6-8c51-4365-b22c-304268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
b5d6-ab1c8c76-b5d6-4745-abc0-14662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52d7-6bd5c523-52d7-468b-85c9-82655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7903-053792cd-7903-4257-a297-285303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234c-41d15b14-234c-407b-bd54-758373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
50b4-c78a7517-50b4-43b7-b280-550521,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
a870-7616b470-a870-484c-aa6b-6650,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
674a-6475a802-674a-4918-8676-274143,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
69b5-115c9460-69b5-4712-98b7-690016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9d96-43245c4d-9d96-473d-9079-500580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5a97-av608367-5a97-429c-8c99-970232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1eda-96746a2a-1eda-416a-a3b7-841579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
853b-067a2890-853b-497b-b777-745870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2319-a55db3c3-2319-4b89-9467-461685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
27d8-b2ad067c-27d8-4071-81d7-310841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
c262-a0dad896-c262-4257-828d-506411,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
5961-6a289c06-5961-46b3-b071-392014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dbb0-897ad5a5-dbb0-4570-9ad2-554286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
51e2-1061716d-51e2-b196-900a-792018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
57b9-45907d92-57b9-4767-bdb4-87669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
198b-16b64351-198b-4735-b628-334196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2b62-bdb805c8-2b62-493a-9473-980822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
d011-8579d868-d011-4671-a74a-179928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6a3b-18b68cbd-6a3b-4261-93a2-972688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cd29-84526937-cd29-4239-a67c-380435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3a7d-d751e127-3a7d-4b42-9db0-283172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
aav8-94a76b4a-aav8-48a1-8259-56196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
5176-01270771-5176-4121-93a7-941425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
5676-1avbc9c6-5676-487b-9594-126550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b160-13da73a3-b160-48c1-9936-288687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
bb2b-96227805-bb2b-4564-b967-44258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4291-9bc4175c-4291-4bb7-9515-622511,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
c170-35avb960-c170-4b76-9c45-649594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
6407-1eb7d690-6407-48b4-9682-100488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39c7-38b12577-39c7-4bb0-96d0-508111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
